,"总股本
[单位] 亿股",
时间,基本面50,上证50
2017-2-6,23453.4167,19652.8197
2017-2-7,23453.4204,19652.826
2017-2-8,23453.4204,19652.826
2017-2-9,23453.4204,19652.826
2017-2-10,23453.4204,19652.826
2017-2-13,23453.6789,19652.826
2017-2-14,23453.6789,19652.826
2017-2-15,23453.6789,19652.826
2017-2-16,23453.6789,19652.826
2017-2-17,23453.6789,19652.826
2017-2-20,23453.6789,19652.826
2017-2-21,23453.6789,19652.826
2017-2-22,23453.6789,19652.826
2017-2-23,23453.6789,19652.968
2017-2-24,23453.6789,19652.968
2017-2-27,23510.204,19652.968
2017-2-28,23510.204,19652.968
2017-3-1,23510.204,19652.968
2017-3-2,23510.204,19652.968
2017-3-3,23510.204,19652.968
2017-3-6,23510.204,19652.968
2017-3-7,23510.204,19652.968
2017-3-8,23510.204,19652.968
2017-3-9,23510.204,19652.968
2017-3-10,23510.204,19652.968
2017-3-13,23510.204,19652.968
2017-3-14,23524.6047,19652.968
2017-3-15,23524.6047,19652.968
2017-3-16,23524.6047,19652.968
2017-3-17,23524.6047,19652.968
2017-3-20,23524.6047,19652.968
2017-3-21,23524.6047,19652.968
2017-3-22,23524.6047,19652.968
2017-3-23,23524.6047,19652.968
2017-3-24,23524.6047,19652.968
2017-3-27,23524.6047,19652.968
2017-3-28,23524.6047,19652.968
2017-3-29,23524.6047,19652.9679
2017-3-30,23524.6047,19652.9679
2017-3-31,23524.6846,19652.9679
2017-4-5,23524.6846,19652.9679
2017-4-6,23524.6846,19652.9679
2017-4-7,23524.6846,19652.9679
2017-4-10,23524.6846,19652.9679
2017-4-11,23541.9031,19680.5864
2017-4-12,23541.9031,19680.5864
2017-4-13,23541.9031,19680.5864
2017-4-14,23541.9031,19680.5864
2017-4-17,23541.9031,19680.5864
2017-4-18,23541.9031,19680.5864
2017-4-19,23541.9031,19680.5864
2017-4-20,23541.9031,19680.5864
2017-4-21,23557.3471,19680.5864
2017-4-24,23557.3471,19680.5864
2017-4-25,23557.3471,19680.5864
2017-4-26,23557.3471,19680.5864
2017-4-27,23557.3471,19680.5864
2017-4-28,23557.3471,19680.5864
2017-5-2,23557.3471,19680.5864
2017-5-3,23557.4162,19680.5864
2017-5-4,23557.4162,19680.5864
2017-5-5,23557.4162,19680.5864
2017-5-8,23557.4162,19680.5864
2017-5-9,23557.4162,19681.0758
2017-5-10,23557.4162,19681.0758
2017-5-11,23557.4162,19681.0758
2017-5-12,23557.4162,19681.0758
2017-5-15,23557.4162,19681.0758
2017-5-16,23557.4162,19681.0758
2017-5-17,23557.4162,19681.0758
2017-5-18,23557.4162,19681.0758
2017-5-19,23557.4162,19681.0758
2017-5-22,23557.4162,19681.0758
2017-5-23,23557.4162,19681.0758
2017-5-24,23557.4162,19681.0758
2017-5-25,23622.2711,19753.1129
2017-5-26,23622.2711,19753.1129
2017-5-31,23622.2711,19753.1129
2017-6-1,23622.2711,19753.1129
2017-6-2,23622.2711,19753.1129
2017-6-5,23622.2711,19753.1129
2017-6-6,23622.2711,19753.1129
2017-6-7,23622.2711,19753.1129
2017-6-8,23622.2711,19753.1129
2017-6-9,23622.2711,19753.1081
2017-6-12,23429.1091,19548.7379
2017-6-13,23429.1091,19548.7379
2017-6-14,23429.1091,19548.7379
2017-6-15,23429.1171,19548.7379
2017-6-16,23429.3484,19548.7379
2017-6-19,23429.3484,19548.7379
2017-6-20,23429.3484,19548.7379
2017-6-21,23429.3484,19548.7379
2017-6-22,23429.3484,19548.7379
2017-6-23,23429.3484,19548.7379
2017-6-26,23429.3484,19548.7379
2017-6-27,23429.3484,19548.7379
2017-6-28,23429.3484,19548.7379
2017-6-29,23450.7195,19548.7379
2017-6-30,23450.7195,19548.7379
2017-7-3,23450.7195,19548.7379
2017-7-4,23450.7195,19548.7379
2017-7-5,23450.7195,19548.7379
2017-7-6,23450.7195,19548.7379
2017-7-7,23450.7195,19548.7379
2017-7-10,23450.7195,19548.7379
2017-7-11,23450.7195,19548.7379
2017-7-12,23481.1329,19579.1512
2017-7-13,23481.1329,19579.1512
2017-7-14,23481.1329,19579.1512
2017-7-17,23481.1329,19579.1512
2017-7-18,23481.1329,19579.1512
2017-7-19,23481.1329,19579.1512
2017-7-20,23499.1462,19597.1646
2017-7-21,23499.1462,19597.1646
2017-7-24,23499.1462,19597.1646
2017-7-25,23499.1462,19597.1646
2017-7-26,23499.1462,19597.1646
2017-7-27,23499.1462,19597.1646
2017-7-28,23499.1462,19597.1646
2017-7-31,23499.1462,19597.1646
2017-8-1,23499.1462,19597.1646
2017-8-2,23499.1462,19597.1646
2017-8-3,23499.1462,19597.1646
2017-8-4,23499.1462,19597.1646
2017-8-7,23499.1462,19597.1646
2017-8-8,23499.1462,19597.1646
2017-8-9,23499.1462,19597.1646
2017-8-10,23499.1462,19597.1646
2017-8-11,23499.1462,19599.8707
2017-8-14,23499.1462,19599.8707
2017-8-15,23499.1462,19599.8707
2017-8-16,23499.1462,19599.8707
2017-8-17,23499.1462,19599.8707
2017-8-18,23499.1462,19599.8707
2017-8-21,23499.1462,19599.8707
2017-8-22,23499.1462,19599.8707
2017-8-23,23499.1462,19599.8707
2017-8-24,23499.1462,19599.8707
2017-8-25,23499.1462,19599.8707
2017-8-28,23499.1462,19599.8707
2017-8-29,23499.1462,19599.8707
2017-8-30,23499.1462,19599.8707
2017-8-31,23499.4465,19599.8707
2017-9-1,23499.4465,19599.8707
2017-9-4,23499.4465,19599.8707
2017-9-5,23499.4465,19599.8707
2017-9-6,23511.9297,19612.3538
2017-9-7,23511.9297,19612.3538
2017-9-8,23511.9297,19612.3538
2017-9-11,23511.9297,19612.3538
2017-9-12,23511.9297,19612.3538
2017-9-13,23511.9297,19612.3538
2017-9-14,23511.9297,19612.3538
2017-9-15,23511.9297,19612.3538
2017-9-18,23511.9297,19612.3538
2017-9-19,23511.9297,19612.3538
2017-9-20,23511.9297,19612.3538
2017-9-21,23511.9297,19612.3538
2017-9-22,23511.9297,19612.3538
2017-9-25,23511.9297,19612.3538
2017-9-26,23511.9297,19612.3538
2017-9-27,23511.9297,19612.3538
2017-9-28,23511.9297,19612.3538
2017-9-29,23511.9297,19612.3538
2017-10-9,23511.9297,19612.3538
2017-10-10,23511.9299,19612.3541
2017-10-11,23511.9299,19612.3541
2017-10-12,23511.9299,19612.3541
2017-10-13,23511.9299,19612.3541
2017-10-16,23511.9299,19612.3541
2017-10-17,23511.9299,19612.3541
2017-10-18,23511.9299,19612.3541
2017-10-19,23511.9299,19612.3541
2017-10-20,23511.9299,19612.3541
2017-10-23,23511.9299,19612.3541
2017-10-24,23511.9299,19612.3541
2017-10-25,23511.9299,19612.3541
2017-10-26,23511.9299,19612.3541
2017-10-27,23511.9299,19612.3541
2017-10-30,23511.9299,19612.3541
2017-10-31,23511.9299,19612.3541
2017-11-1,23511.9299,19612.3541
2017-11-2,23602.5924,19702.7276
2017-11-3,23602.5924,19702.7276
2017-11-6,23602.5924,19702.7276
2017-11-7,23602.5924,19702.7276
2017-11-8,23602.5924,19702.7277
2017-11-9,23602.5924,19702.7277
2017-11-10,23602.5924,19702.7277
2017-11-13,23602.5924,19702.7277
2017-11-14,23602.5924,19702.7277
2017-11-15,23602.5924,19702.7277
2017-11-16,23602.5924,19702.7226
2017-11-17,23602.5924,19702.7226
2017-11-20,23602.5924,19702.7226
2017-11-21,23602.5924,19702.7226
2017-11-22,23602.5924,19702.7226
2017-11-23,23602.5924,19702.7226
2017-11-24,23602.5924,19702.7226
2017-11-27,23602.5924,19702.7226
2017-11-28,23602.5924,19702.7226
2017-11-29,23602.5924,19702.7226
2017-11-30,23602.5924,19702.7226
2017-12-1,23602.5924,19702.7226
2017-12-4,23602.5924,19702.7226
2017-12-5,23602.5924,19702.7226
2017-12-6,23602.5924,19702.7226
2017-12-7,23602.5924,19702.7226
2017-12-8,23602.5924,19702.7226
2017-12-11,23602.5924,20138.5205
2017-12-12,23602.5787,20138.5067
2017-12-13,23602.5787,20138.5067
2017-12-14,23602.5787,20138.5067
2017-12-15,23602.5787,20138.5067
2017-12-18,23602.5787,20138.5067
2017-12-19,23602.5787,20138.5067
2017-12-20,23602.5787,20138.5067
2017-12-21,23602.5787,20138.5067
2017-12-22,23602.5787,20138.5067
2017-12-25,23660.6787,20196.6068
2017-12-26,23660.6787,20196.8819
2017-12-27,23660.6787,20196.8819
2017-12-28,23660.6787,20196.8819
2017-12-29,23660.6787,20196.8819
2018-1-2,23689.6284,20233.6136
2018-1-3,23689.6284,20233.6136
2018-1-4,23689.6284,20233.6136
2018-1-5,23689.6284,20233.6136
2018-1-8,23689.6284,20233.6136
2018-1-9,23689.6284,20233.6136
2018-1-10,23689.6284,20233.6136
2018-1-11,23689.6284,20233.6136
2018-1-12,23689.6284,20233.6136
,,
数据来源：Wind资讯,,
